store_id,store_name,store_type,location,website_url,item_id,item_name,clothing_type,price,product_url,image_url,review_id,average_rating,review_count
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,1,Target Classic Cotton T-Shirt,T-Shirt,15.74,https://www.target.com/product/01-01,https://www.target.com/images/01-01.jpg,1,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,2,Target Graphic Tee,T-Shirt,21.24,https://www.target.com/product/01-02,https://www.target.com/images/01-02.jpg,2,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,3,Target Pullover Hoodie,Hoodie,41.86,https://www.target.com/product/01-03,https://www.target.com/images/01-03.jpg,3,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,4,Target Crewneck Sweatshirt,Sweatshirt,41.49,https://www.target.com/product/01-04,https://www.target.com/images/01-04.jpg,4,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,5,Target Straight-Leg Jeans,Jeans,67.49,https://www.target.com/product/01-05,https://www.target.com/images/01-05.jpg,5,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,6,Target Slim Chino Pants,Pants,66.99,https://www.target.com/product/01-06,https://www.target.com/images/01-06.jpg,6,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,7,Target Casual Summer Dress,Dress,81.86,https://www.target.com/product/01-07,https://www.target.com/images/01-07.jpg,7,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,8,Target Athletic Shorts,Shorts,44.99,https://www.target.com/product/01-08,https://www.target.com/images/01-08.jpg,8,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,9,Target Lightweight Jacket,Jacket,34.99,https://www.target.com/product/01-09,https://www.target.com/images/01-09.jpg,9,4,3
1,Target,Big Box Retail,"South Burlington, VT",https://www.target.com,10,Target Knit Sweater,Sweater,34.24,https://www.target.com/product/01-10,https://www.target.com/images/01-10.jpg,10,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,11,Walmart Classic Cotton T-Shirt,T-Shirt,18.49,https://www.walmart.com/product/02-01,https://www.walmart.com/images/02-01.jpg,11,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,12,Walmart Graphic Tee,T-Shirt,27.49,https://www.walmart.com/product/02-02,https://www.walmart.com/images/02-02.jpg,12,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,13,Walmart Pullover Hoodie,Hoodie,58.74,https://www.walmart.com/product/02-03,https://www.walmart.com/images/02-03.jpg,13,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,14,Walmart Crewneck Sweatshirt,Sweatshirt,59.99,https://www.walmart.com/product/02-04,https://www.walmart.com/images/02-04.jpg,14,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,15,Walmart Straight-Leg Jeans,Jeans,37.49,https://www.walmart.com/product/02-05,https://www.walmart.com/images/02-05.jpg,15,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,16,Walmart Slim Chino Pants,Pants,47.49,https://www.walmart.com/product/02-06,https://www.walmart.com/images/02-06.jpg,16,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,17,Walmart Casual Summer Dress,Dress,65.61,https://www.walmart.com/product/02-07,https://www.walmart.com/images/02-07.jpg,17,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,18,Walmart Athletic Shorts,Shorts,41.49,https://www.walmart.com/product/02-08,https://www.walmart.com/images/02-08.jpg,18,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,19,Walmart Lightweight Jacket,Jacket,34.99,https://www.walmart.com/product/02-09,https://www.walmart.com/images/02-09.jpg,19,4,3
2,Walmart,Big Box Retail,"Williston, VT",https://www.walmart.com,20,Walmart Knit Sweater,Sweater,41.49,https://www.walmart.com/product/02-10,https://www.walmart.com/images/02-10.jpg,20,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,21,Old Navy Classic Cotton T-Shirt,T-Shirt,21.24,https://oldnavy.gap.com/product/03-01,https://oldnavy.gap.com/images/03-01.jpg,21,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,22,Old Navy Graphic Tee,T-Shirt,33.74,https://oldnavy.gap.com/product/03-02,https://oldnavy.gap.com/images/03-02.jpg,22,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,23,Old Navy Pullover Hoodie,Hoodie,24.99,https://oldnavy.gap.com/product/03-03,https://oldnavy.gap.com/images/03-03.jpg,23,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,24,Old Navy Crewneck Sweatshirt,Sweatshirt,36.86,https://oldnavy.gap.com/product/03-04,https://oldnavy.gap.com/images/03-04.jpg,24,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,25,Old Navy Straight-Leg Jeans,Jeans,74.99,https://oldnavy.gap.com/product/03-05,https://oldnavy.gap.com/images/03-05.jpg,25,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,26,Old Navy Slim Chino Pants,Pants,27.99,https://oldnavy.gap.com/product/03-06,https://oldnavy.gap.com/images/03-06.jpg,26,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,27,Old Navy Casual Summer Dress,Dress,49.36,https://oldnavy.gap.com/product/03-07,https://oldnavy.gap.com/images/03-07.jpg,27,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,28,Old Navy Athletic Shorts,Shorts,37.99,https://oldnavy.gap.com/product/03-08,https://oldnavy.gap.com/images/03-08.jpg,28,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,29,Old Navy Lightweight Jacket,Jacket,34.99,https://oldnavy.gap.com/product/03-09,https://oldnavy.gap.com/images/03-09.jpg,29,4,3
3,Old Navy,Mall Fashion,"South Burlington, VT",https://oldnavy.gap.com,30,Old Navy Knit Sweater,Sweater,48.74,https://oldnavy.gap.com/product/03-10,https://oldnavy.gap.com/images/03-10.jpg,30,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,31,Kohl's Classic Cotton T-Shirt,T-Shirt,23.99,https://www.kohls.com/product/04-01,https://www.kohls.com/images/04-01.jpg,31,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,32,Kohl's Graphic Tee,T-Shirt,39.99,https://www.kohls.com/product/04-02,https://www.kohls.com/images/04-02.jpg,32,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,33,Kohl's Pullover Hoodie,Hoodie,41.86,https://www.kohls.com/product/04-03,https://www.kohls.com/images/04-03.jpg,33,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,34,Kohl's Crewneck Sweatshirt,Sweatshirt,55.36,https://www.kohls.com/product/04-04,https://www.kohls.com/images/04-04.jpg,34,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,35,Kohl's Straight-Leg Jeans,Jeans,44.99,https://www.kohls.com/product/04-05,https://www.kohls.com/images/04-05.jpg,35,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,36,Kohl's Slim Chino Pants,Pants,66.99,https://www.kohls.com/product/04-06,https://www.kohls.com/images/04-06.jpg,36,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,37,Kohl's Casual Summer Dress,Dress,33.11,https://www.kohls.com/product/04-07,https://www.kohls.com/images/04-07.jpg,37,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,38,Kohl's Athletic Shorts,Shorts,34.49,https://www.kohls.com/product/04-08,https://www.kohls.com/images/04-08.jpg,38,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,39,Kohl's Lightweight Jacket,Jacket,34.99,https://www.kohls.com/product/04-09,https://www.kohls.com/images/04-09.jpg,39,4,3
4,Kohl's,Department Store,"South Burlington, VT",https://www.kohls.com,40,Kohl's Knit Sweater,Sweater,55.99,https://www.kohls.com/product/04-10,https://www.kohls.com/images/04-10.jpg,40,4,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,41,H&M Classic Cotton T-Shirt,T-Shirt,26.74,https://www2.hm.com/product/05-01,https://www2.hm.com/images/05-01.jpg,41,4,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,42,H&M Graphic Tee,T-Shirt,18.12,https://www2.hm.com/product/05-02,https://www2.hm.com/images/05-02.jpg,42,4,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,43,H&M Pullover Hoodie,Hoodie,58.74,https://www2.hm.com/product/05-03,https://www2.hm.com/images/05-03.jpg,43,4,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,44,H&M Crewneck Sweatshirt,Sweatshirt,32.24,https://www2.hm.com/product/05-04,https://www2.hm.com/images/05-04.jpg,44,4,3
5,H&M,Fast Fashion,"Burlington, VT",https://www2.hm.com,45,H&M Straight-Leg Jeans,Jeans,82.49,https://www2.hm.com/product/05-05,https://www2.hm.com/images/05-05.jpg,45,4,3
